100
71 19
8 22 16 41 74 10 42 19 7 3 26 9 30 13 62 59 4 11 44 29 34 1 5 12 52 23 66 71 45 31 57 68 64 48 14 65 49 54 69 39 46 72 51 56 73 43 21 24 15 2 33 55 75 32 58 61 25 17 63 27 6 20 38 60 35 18 36 40 50 70 47
608 225 553 501
61 22 16 3 68
7 45 69 17 49
62 1 74 43 9
37 46 27 75 66
28 72 67 52 44
5 21 24 66 57
18 27 62 19 47
46 28 49 9 68
50 45 16 38 48
31 37 63 23 30
18 71 65 63 69
38 51 30 40 17
39 12 52 68 49
42 47 57 44 21
45 24 33 15 48
68 46 51 18 47
73 39 3 9 48
33 72 52 69 74
12 50 57 19 71
23 45 5 27 21
72 33 27 15 65
31 18 23 12 52
73 28 67 16 3
38 50 24 32 42
46 37 7 66 45
66 24 57 28 3
21 61 1 50 73
33 48 37 72 49
51 46 32 74 27
44 42 68 16 22
16 24 65 66 61
3 50 15 49 75
27 18 51 57 73
74 30 46 12 47
7 5 33 31 21
30 48 52 51 22
69 49 21 31 19
63 23 62 44 15
61 73 68 16 38
42 3 47 5 28
3 32 73 65 75
22 45 7 72 62
40 23 17 43 49
47 27 61 12 15
46 30 42 21 24
22 21 63 73 51
61 37 44 47 27
71 9 33 30 75
16 49 38 66 24
7 18 1 5 3
68 1 71 18 12
47 27 30 75 49
65 42 9 21 46
57 32 69 39 73
33 63 67 24 43
75 39 24 18 43
66 52 61 63 21
27 65 42 48 50
49 3 31 33 62
40 23 74 7 5
7 5 42 74 75
27 67 1 45 31
38 66 46 30 65
39 23 69 33 49
63 52 12 57 44
68 19 38 42 16
12 24 39 73 18
22 49 46 61 40
17 21 33 31 57
1 51 45 23 75
44 30 51 62 73
40 43 68 71 61
24 12 39 19 50
1 65 15 22 17
72 3 5 74 48
74 47 42 23 61
21 62 27 75 65
31 66 16 52 9
7 40 48 12 38
73 24 37 63 67
66 71 62 32 48
15 38 21 46 37
24 72 5 16 23
51 45 68 43 73
18 17 75 3 67
17 48 33 52 16
19 7 38 73 44
50 47 30 69 65
67 27 42 74 21
68 71 3 28 37
65 72 22 19 43
12 61 17 68 5
63 1 46 57 73
69 16 49 39 40
37 66 9 52 30
29 9
23 49 46 19 6 39 20 72 40 52 44 68 69 8 10 3 61 26 4 22 12 64 33 2 57 28 54 18 67
161 89 293 20
44 19 23 67 24
57 26 22 49 6
52 21 16 4 36
11 32 47 39 33
55 69 3 5 18
32 34 40 72 66
4 70 57 68 52
12 64 24 15 11
53 73 60 69 3
10 6 22 28 44
20 18 49 72 53
36 7 44 46 61
47 71 26 19 64
15 8 5 33 24
58 66 63 57 2
55 58 60 57 6
12 64 61 18 11
46 72 16 67 28
23 63 26 24 2
40 73 44 69 36
52 8 49 53 24
73 26 61 66 67
7 40 46 5 3
55 15 64 68 10
16 72 71 39 20
7 40 11 12 36
1 63 72 3 66
8 10 71 73 58
39 16 26 70 33
47 53 20 23 28
2 69 21 40 15
52 4 28 34 24
32 3 63 20 1
22 70 36 71 53
60 68 49 58 5
1 68 70 57 34
63 20 2 47 11
67 40 53 33 52
3 60 64 7 66
54 6 16 71 26
34 55 53 73 66
49 61 44 16 24
18 23 21 71 4
39 26 58 5 57
28 47 3 7 69
34 15
6 45 48 22 37 21 10 25 50 24 36 64 18 19 31 12 57 4 32 29 42 71 74 2 59 70 62 66 17 30 54 53 15 52
719 123 129 83
42 37 17 18 12
8 28 63 29 50
13 74 71 31 22
14 64 68 33 61
75 2 58 25 60
19 22 30 38 53
36 61 33 60 18
71 58 12 66 6
57 29 10 37 3
24 31 48 52 21
37 49 63 13 74
10 59 57 24 29
15 52 17 54 6
22 18 75 2 30
32 38 36 64 28
29 21 71 28 59
24 18 66 6 17
32 12 58 46 54
75 49 19 64 52
62 63 8 30 68
33 24 59 30 13
21 37 6 42 50
63 46 36 22 68
52 48 53 45 14
10 17 31 70 61
38 31 70 60 33
28 3 8 45 25
49 52 61 46 30
24 17 63 15 22
19 75 2 58 66
62 53 32 52 50
2 36 68 66 30
28 60 59 33 58
31 37 24 9 3
64 13 42 19 48
22 57 24 71 13
18 66 45 28 30
74 52 8 29 36
62 70 54 9 17
46 37 12 49 14
42 12 8 33 3
57 61 2 4 15
6 54 10 37 14
75 22 18 17 9
31 24 66 74 71
50 45 32 63 18
59 57 30 71 66
52 62 19 4 36
70 2 37 24 31
13 60 42 14 21
57 6 62 3 36
9 52 2 17 59
29 58 68 54 21
60 32 71 18 15
19 50 49 33 30
30 36 53 25 22
42 58 17 75 61
49 62 19 8 12
6 68 9 64 45
60 32 33 70 54
8 64 17 49 74
13 42 38 45 36
53 32 52 66 50
29 68 25 9 19
37 4 2 61 75
12 8 70 60 13
24 64 9 2 28
22 3 19 52 6
66 33 63 62 21
31 71 36 48 4
18 49 24 46 48
30 33 12 42 9
58 50 17 53 28
25 21 62 13 2
57 54 31 60 15
10 3
61 12 26 34 11 21 49 58 31 7
601 232 439 801
29 25 16 51 27
7 30 75 62 6
71 53 24 13 19
44 1 20 69 11
12 74 21 63 67
46 33 65 1 53
47 57 62 49 31
20 35 41 19 12
27 73 28 7 69
5 8 6 51 63
41 7 33 47 30
43 44 74 1 58
12 27 65 71 46
14 69 51 19 11
4 26 53 20 49
75 26
67 42 31 64 32 7 52 47 54 48 68 56 41 70 30 13 12 28 21 69 20 11 17 55 53 16 62 9 23 66 60 59 40 34 75 44 57 6 50 51 46 36 19 15 73 71 2 61 43 25 26 45 8 22 38 18 27 65 37 10 33 35 24 14 72 49 1 4 58 74 39 5 29 3 63
120 27 405 603
51 6 15 60 32
20 11 62 59 48
12 50 9 23 47
69 21 41 73 61
42 13 40 43 55
30 7 61 11 60
13 68 73 36 34
46 25 52 44 31
50 9 40 48 71
53 20 19 2 42
40 73 60 21 2
30 12 51 9 44
56 70 13 64 34
28 57 42 36 66
61 6 19 55 7
71 43 15 53 69
73 51 13 67 11
32 34 28 30 2
36 25 60 47 64
70 68 75 6 12
36 19 6 16 60
9 67 64 71 51
50 11 20 66 23
70 53 56 2 7
12 43 15 73 48
50 36 68 9 17
20 75 54 52 40
67 31 25 15 51
66 19 42 30 44
62 70 32 16 34
52 21 16 51 19
47 73 7 70 9
53 48 59 69 11
31 15 23 13 20
60 30 44 66 46
73 75 2 20 34
11 60 48 50 25
43 15 44 47 56
36 51 61 13 28
7 70 23 62 52
59 25 75 42 69
48 23 21 9 41
34 52 47 16 55
61 6 44 15 36
43 62 70 71 2
13 12 56 43 11
30 60 69 42 7
44 68 32 25 48
34 71 17 73 62
53 52 75 16 47
41 55 67 64 15
36 62 12 16 56
75 43 47 57 44
61 59 9 7 11
20 71 69 32 19
73 67 64 30 69
17 11 61 36 52
34 59 20 6 23
42 19 68 28 31
12 2 47 54 41
12 61 13 23 68
48 75 71 50 51
43 42 32 17 19
53 30 6 7 31
54 41 62 64 73
15 70 53 42 71
44 9 7 30 19
2 56 60 51 64
61 6 32 11 46
23 43 31 34 75
32 42 17 44 41
25 23 71 59 67
48 50 64 21 16
31 11 75 52 53
70 69 9 54 57
23 75 47 20 71
61 17 36 25 11
60 34 52 66 32
15 59 69 9 41
40 56 46 28 21
47 19 11 50 57
6 54 52 7 66
42 69 53 20 67
34 64 62 48 15
51 9 16 13 59
9 62 59 40 57
48 56 70 69 44
66 64 6 52 21
31 30 36 75 16
46 67 25 68 23
9 11 59 51 21
61 46 44 64 28
17 62 12 13 68
69 60 73 57 42
34 23 20 66 52
43 69 67 25 51
64 12 20 57 13
28 73 47 41 17
23 16 36 30 68
53 32 34 11 52
41 57 36 28 64
31 75 44 47 61
6 69 13 34 71
66 62 2 46 21
19 51 60 16 67
52 67 64 48 15
17 34 16 61 56
7 30 50 69 55
60 57 51 6 70
42 66 46 71 21
9 51 70 71 13
40 53 19 62 55
11 73 61 12 69
6 17 52 28 59
32 15 50 21 57
6 54 17 56 25
42 55 50 16 67
52 47 60 40 46
19 68 59 71 73
57 13 30 32 21
56 19 2 21 48
57 32 64 43 51
34 69 30 61 36
50 23 15 75 25
42 20 55 71 73
71 59 13 66 34
47 61 25 19 50
52 16 48 41 15
12 68 62 46 11
36 75 44 51 43
37 13
48 11 45 73 20 17 52 29 50 64 28 69 33 1 35 39 12 74 13 71 72 19 2 44 38 62 51 32 65 21 14 56 7 61 26 49 41
575 746 554 82
60 35 51 56 19
31 29 44 45 46
13 52 17 20 16
62 12 64 50 26
49 32 74 33 28
44 7 73 1 31
61 74 50 45 38
21 28 48 11 25
12 41 71 14 60
49 16 26 15 52
39 15 29 73 51
31 25 17 28 64
52 44 16 46 41
60 21 33 50 1
18 65 38 35 48
11 62 38 28 46
60 65 7 12 26
10 16 50 44 56
35 64 49 36 69
1 71 70 48 14
9 61 71 60 62
17 49 13 26 36
52 7 46 25 16
35 1 32 29 41
11 39 50 2 33
39 65 14 32 10
15 17 69 5 50
26 31 60 49 58
62 20 72 74 56
19 64 73 33 41
25 46 18 14 20
7 38 56 5 70
15 74 33 44 50
13 17 41 16 21
58 35 48 31 36
72 19 33 44 11
5 15 13 25 62
12 36 10 18 31
20 70 38 48 51
32 7 58 39 64
41 14 74 65 56
51 58 10 49 16
13 64 31 38 26
60 48 39 28 72
32 17 69 35 15
45 36 48 51 39
10 9 49 61 46
18 5 12 71 21
1 19 52 31 74
25 14 69 29 2
31 45 72 13 70
20 41 29 18 19
17 7 73 46 50
32 39 49 56 12
36 62 1 74 65
58 60 39 70 36
11 20 44 35 51
61 41 10 65 21
1 7 31 64 18
69 15 71 17 29
69 41 10 72 29
20 21 31 52 13
1 74 2 9 65
19 46 12 45 50
38 11 48 61 35
14 16
12 31 5 28 70 38 8 35 6 69 39 71 53 63
20 147 729 13
25 42 51 14 61
29 60 12 70 8
39 66 44 5 6
45 74 1 13 31
75 32 38 46 67
31 39 5 6 23
66 1 67 13 24
48 46 53 69 47
7 44 9 63 61
71 37 35 60 19
24 74 47 75 44
48 13 23 33 9
22 39 31 28 50
36 60 25 37 7
2 14 3 71 61
2 67 29 13 31
8 72 19 32 69
75 51 22 1 44
7 24 36 74 41
60 58 71 6 48
66 35 19 75 6
24 39 31 33 45
58 7 5 61 25
22 70 51 60 37
71 32 26 53 2
60 26 74 47 44
36 32 41 53 63
3 10 31 23 45
12 35 29 28 75
58 48 24 50 61
36 48 51 46 28
61 22 14 2 3
33 58 42 72 24
8 23 13 39 12
50 7 25 35 45
72 50 51 19 8
47 14 53 48 25
5 3 38 67 75
32 6 46 41 9
60 70 22 28 7
53 37 28 6 39
66 1 32 33 23
7 29 71 69 3
72 46 74 44 13
14 35 47 10 5
46 51 50 58 10
7 33 3 12 28
24 19 22 25 39
29 72 69 26 36
38 44 5 45 13
6 35 67 22 45
36 29 2 3 7
46 31 63 9 38
19 44 48 24 26
61 51 5 47 13
12 5 33 75 51
46 37 26 44 25
71 19 47 14 63
66 60 61 22 36
69 23 53 6 42
5 2 63 8 53
75 13 41 7 67
37 6 10 69 44
58 47 23 71 26
46 45 42 31 74
58 39 74 61 42
75 26 71 1 19
29 32 22 46 31
25 70 7 47 35
51 69 5 8 13
12 5 37 58 36
35 63 71 28 14
25 29 9 74 32
3 31 38 24 13
33 6 66 48 45
32 74 24 67 5
53 3 50 19 37
2 58 29 47 69
1 71 63 39 31
23 66 45 36 72
24 16
25 10 33 9 44 51 64 54 18 20 34 60 7 73 50 36 69 66 4 12 45 37 75 31
54 460 721 112
1 68 12 18 28
73 60 16 26 70
34 53 40 33 50
19 66 44 20 9
75 48 37 54 51
66 1 13 19 45
3 75 37 10 12
31 30 39 6 18
73 34 4 40 9
25 70 69 59 8
69 70 3 12 75
18 4 68 19 73
45 51 65 30 44
28 59 20 34 16
38 64 40 25 36
12 75 13 44 26
74 9 28 7 19
39 33 70 68 4
48 3 51 36 65
24 27 61 69 34
60 61 36 24 42
75 33 30 34 14
37 28 70 53 13
8 16 20 26 39
51 29 1 50 66
42 48 27 54 1
45 12 24 40 25
16 6 60 73 61
64 9 38 65 68
39 30 4 50 14
37 16 59 42 29
6 70 26 50 14
73 20 8 36 53
9 44 25 66 74
64 19 45 31 54
30 61 45 69 16
9 7 29 40 14
60 13 26 59 53
31 4 48 68 33
10 1 19 50 65
51 20 14 38 48
64 28 24 53 68
8 42 26 12 37
73 69 29 54 4
36 6 74 9 19
12 36 37 19 70
27 69 65 74 53
14 42 13 50 54
30 7 3 59 48
34 24 10 60 40
50 9 27 20 45
42 66 51 70 13
1 24 37 12 33
54 44 75 28 39
59 73 36 74 14
16 12 1 36 74
42 45 69 68 50
38 60 28 65 61
26 31 33 4 75
34 37 19 54 14
37 51 74 12 73
40 45 75 44 20
28 7 64 4 70
68 25 3 27 33
13 18 34 1 24
18 7 65 31 64
29 37 39 3 33
8 12 13 70 44
1 51 48 36 42
24 68 61 73 19
61 53 48 3 13
27 26 30 7 16
38 54 66 4 1
29 24 36 51 42
45 34 50 6 40
75 6 19 4 39
65 59 1 30 54
51 68 48 16 29
40 34 14 18 74
45 37 36 31 9
63 0
7 55 72 63 67 52 40 16 15 73 33 62 14 3 37 59 71 39 29 12 41 69 66 23 34 6 32 19 50 13 64 49 57 2 58 9 26 22 74 20 27 38 54 56 5 30 68 18 4 60 43 1 51 61 35 36 10 24 8 65 48 17 21
197 935 422 749
18 17
17 11 63 7 43 52 56 19 5 13 66 28 9 64 16 26 8 32
839 636 210 618
21 32 5 39 68
17 56 7 36 55
60 66 18 73 59
63 64 11 43 9
34 51 38 28 52
45 43 39 26 9
62 67 10 54 63
36 34 40 48 13
42 17 47 56 22
51 11 28 5 64
64 65 29 52 19
18 33 47 34 36
3 9 11 20 62
55 56 48 42 32
73 10 59 38 51
55 29 60 9 3
56 59 68 21 67
54 42 32 17 70
45 35 36 66 39
26 22 65 10 64
10 29 62 67 9
26 22 65 5 45
8 59 36 32 28
66 40 17 21 47
18 48 52 12 37
19 18 42 67 37
9 63 70 21 8
43 20 34 73 12
38 65 62 48 13
3 32 35 68 39
47 39 35 7 5
11 12 33 32 54
22 60 18 38 21
45 73 65 34 48
52 19 28 63 13
33 63 5 7 22
17 9 55 10 27
54 21 42 26 29
59 73 52 19 70
8 67 13 51 66
26 3 35 5 38
28 56 18 8 68
60 63 32 43 21
33 42 11 19 12
17 62 13 40 39
63 42 38 65 67
47 9 5 17 3
35 64 51 22 26
68 62 39 27 37
73 19 60 16 36
27 45 28 9 70
21 5 12 51 43
59 33 38 16 73
39 67 63 34 26
56 13 37 55 17
13 42 22 35 8
37 64 9 54 20
39 43 48 52 63
62 34 66 67 55
10 27 12 29 28
12 70 10 45 47
39 8 20 38 9
19 55 22 60 11
7 16 51 21 32
3 26 13 73 65
55 26 38 51 28
12 60 40 29 5
48 16 54 17 67
64 22 37 65 45
63 73 3 47 42
47 60 42 3 54
29 56 73 21 63
19 34 67 51 16
33 27 7 39 55
48 64 59 38 9
66 45 47 29 63
65 22 52 32 11
7 42 27 60 12
51 68 43 54 26
33 37 19 34 36
36 60 22 45 5
37 26 7 18 3
32 68 19 55 47
20 52 65 59 70
12 66 63 35 40
61 18
11 26 60 45 53 35 51 72 49 23 7 44 59 73 62 32 55 37 15 22 40 6 39 38 68 16 61 52 33 10 43 47 71 36 63 50 8 17 69 18 5 20 12 70 13 1 67 74 4 19 58 29 57 64 75 46 28 31 30 2 25
113 926 477 745
36 8 6 16 19
60 15 73 59 38
61 7 1 23 5
50 40 74 62 13
49 71 33 43 67
52 63 1 10 40
68 73 69 36 43
38 61 45 71 53
5 59 7 35 51
62 19 55 13 4
17 4 62 10 49
20 40 53 44 61
6 26 35 74 13
16 70 33 15 19
63 23 7 69 47
20 62 5 7 15
6 26 59 11 18
71 33 16 68 40
44 70 63 39 10
8 12 52 49 50
71 67 35 38 15
55 36 7 52 49
39 4 45 22 68
44 40 20 60 18
73 33 32 16 43
40 74 43 12 60
33 62 63 36 18
35 45 23 22 6
8 52 5 44 61
38 32 1 13 51
10 36 37 12 13
23 62 59 47 19
63 5 43 45 22
32 4 70 16 33
67 49 18 7 17
74 40 45 36 59
1 71 53 5 15
68 17 67 37 50
72 51 43 44 35
70 20 16 63 60
8 70 69 38 35
20 17 33 49 1
68 67 16 32 7
73 36 6 26 74
55 22 53 10 62
74 69 59 51 32
70 62 10 16 67
5 13 35 53 60
40 44 43 18 50
4 8 15 11 36
5 7 74 43 67
15 70 47 52 68
38 22 51 61 12
1 62 73 72 4
16 13 8 35 36
74 63 70 73 22
15 51 12 16 18
49 47 11 43 38
33 68 44 36 1
40 20 10 69 17
12 1 15 51 52
16 62 8 47 73
68 6 63 39 38
23 22 61 18 67
36 32 45 35 13
71 32 10 13 63
70 35 12 20 59
8 19 15 22 50
37 68 60 44 17
4 74 61 26 7
73 16 38 67 63
40 18 1 15 26
37 19 59 62 33
5 32 23 69 47
35 10 74 36 68
36 45 61 18 1
35 63 12 47 8
67 72 73 11 13
53 43 15 7 26
5 70 32 4 49
33 59 62 4 11
39 35 68 60 23
50 13 70 8 5
73 55 45 51 12
26 67 61 22 44
10 69 17 59 11
7 5 53 67 73
16 71 4 49 47
20 55 15 50 62
12 18 37 52 36
16 23
54 34 66 26 25 62 48 44 60 57 53 41 1 72 63 12
363 551 183 296
20 22 51 3 5
2 16 63 70 53
34 25 13 58 11
69 44 19 55 52
9 73 26 64 57
4 12 13 51 52
64 50 69 23 15
53 63 22 44 58
66 26 31 57 20
34 2 54 11 55
62 2 69 54 59
58 61 19 22 57
15 31 73 16 60
43 45 17 3 64
72 12 9 47 13
55 64 50 63 59
13 4 66 40 23
61 26 25 17 52
45 24 60 16 34
48 73 46 69 43
31 46 19 44 20
3 12 70 15 75
62 17 51 41 72
16 2 1 69 48
47 53 50 59 11
24 11 58 22 20
47 50 1 43 72
13 66 55 40 44
16 9 25 26 32
2 23 70 17 60
41 66 47 72 24
60 13 34 17 54
62 70 45 61 4
52 31 58 19 25
59 11 69 73 55
51 57 1 5 13
55 25 43 44 31
60 24 22 75 48
45 26 41 16 70
72 9 15 53 50
60 25 40 45 72
59 15 75 52 70
50 17 5 53 24
12 4 13 51 3
69 23 11 2 1
15 12 11 32 70
26 63 48 52 41
43 3 31 22 53
1 45 55 19 13
24 64 2 16 61
31 3 19 70 26
63 44 32 9 66
4 62 17 5 64
73 16 53 57 40
48 61 54 72 75
11 26 72 57 25
46 43 60 13 69
20 53 47 70 73
12 58 66 75 61
50 32 40 24 51
31 20 3 73 32
48 52 41 70 13
51 2 45 72 69
75 58 26 16 55
1 12 15 59 50
75 11 62 25 47
72 73 41 44 9
17 45 63 48 40
43 22 53 59 3
34 19 16 4 55
73 9 44 52 54
15 41 50 25 24
23 16 1 72 62
32 34 51 66 19
12 57 58 48 59
75 23 60 64 22
9 13 24 52 50
69 5 19 61 16
73 34 57 55 58
25 31 44 63 26
50 16 43 46 59
73 1 25 11 34
53 4 58 13 66
26 22 55 9 60
5 3 52 31 24
12 63 55 25 11
60 66 72 41 45
62 52 34 75 15
70 3 23 32 51
31 53 5 54 22
5 62 9 52 46
44 63 13 1 73
19 40 22 3 60
20 41 15 25 70
59 31 45 50 51
62 17 43 16 53
52 63 34 19 47
13 59 54 32 2
69 50 11 12 73
55 40 31 60 15
31 22 16 25 58
23 24 64 5 15
4 61 2 34 1
50 53 3 66 11
17 41 20 75 48
2 58 66 75 59
26 64 63 70 51
50 57 52 69 48
17 54 4 62 55
13 24 44 31 53
17 15 1 70 69
5 43 22 4 66
13 63 58 24 60
34 26 3 57 47
50 25 41 32 48
75 1
47 66 29 35 22 52 61 55 16 39 13 7 38 36 68 43 2 33 67 34 5 57 28 60 41 4 51 54 23 74 6 56 8 72 70 20 31 14 25 15 27 48 42 30 58 32 46 37 59 21 63 69 49 71 10 64 40 65 24 44 11 50 9 17 18 75 3 1 19 73 62 12 26 45 53
887 713 125 768
60 57 36 2 59
46 56 67 32 68
35 37 61 31 6
42 27 39 15 52
55 29 5 21 51
35 10
69 25 22 20 58 46 35 12 42 37 19 17 1 10 31 73 53 51 24 41 38 62 49 6 7 45 68 65 72 13 27 3 44 60 75
424 326 957 473
73 6 53 37 34
22 18 17 8 35
61 27 58 42 69
74 25 3 49 57
28 38 68 36 40
17 19 2 37 34
41 40 24 28 75
46 74 4 64 55
49 13 65 15 62
57 6 1 44 8
62 58 64 24 19
15 20 7 25 53
28 3 68 36 38
2 12 27 41 72
74 18 50 73 10
6 13 64 45 53
58 25 46 68 61
75 62 38 28 40
18 1 51 44 27
60 57 37 73 7
13 7 24 57 27
53 12 41 28 18
37 1 64 34 2
49 65 50 36 31
22 58 19 35 73
36 6 38 12 55
20 15 34 41 37
60 74 69 40 31
64 51 35 44 45
22 1 58 7 13
42 3 25 36 73
4 28 2 41 60
46 49 57 65 58
6 13 72 64 35
44 17 38 75 10
64 17 6 53 12
65 36 10 13 7
31 44 1 3 37
35 18 24 28 15
27 73 72 20 40
61 44 65 10 64
2 1 20 50 22
15 18 8 62 40
57 72 38 41 27
12 25 17 69 19
18 68 51 45 50
19 38 57 17 25
40 55 46 27 34
61 35 8 58 72
13 64 2 73 12
3 9
25 12 38
645 465 903 887
63 18 66 34 58
6 69 22 75 13
28 54 12 62 57
29 33 60 1 50
10 9 53 47 59
36 12 5 21 22
70 8 60 66 3
2 29 18 53 23
27 64 25 75 54
11 59 62 57 9
27 13 42 16 57
64 53 34 8 28
33 6 50 44 31
12 69 36 63 62
37 22 75 3 52
26 75 38 62 9
5 1 22 64 69
60 28 63 36 29
16 2 13 31 39
32 33 50 11 12
70 29 58 32 3
6 10 75 21 9
69 1 2 39 57
50 8 22 5 62
27 26 44 54 33
59 2 44 66 28
21 18 29 43 30
5 37 11 31 9
60 23 69 25 75
62 16 63 58 27
6 26 2 23 1
5 59 22 11 42
3 30 44 43 58
27 32 62 33 41
66 70 60 34 37
41 47 34 42 54
62 18 39 31 63
6 9 29 5 60
66 2 26 70 75
23 37 58 13 43
28 75 25 52 42
32 64 27 41 50
9 37 30 12 69
43 58 16 44 8
22 11 21 26 66
21 13
19 24 50 40 13 47 26 1 58 57 73 12 21 22 6 17 32 11 41 9 63
282 398 820 973
47 64 63 55 32
37 36 6 1 27
9 4 21 20 19
48 8 75 57 51
58 33 50 3 17
64 40 71 13 45
60 10 25 17 8
50 24 70 1 74
9 20 62 26 16
47 75 48 11 4
48 13 29 27 33
36 68 9 4 19
64 66 41 37 5
17 51 63 1 32
26 22 74 58 55
61 43 10 21 51
4 50 26 41 6
1 16 66 19 75
33 22 70 60 62
11 27 58 17 32
64 41 75 71 55
12 29 20 27 48
33 74 8 9 24
73 68 60 17 58
61 5 63 25 16
13 5 55 36 21
45 11 16 12 68
50 6 40 60 62
32 20 41 17 73
9 4 8 24 33
66 71 3 11 13
64 51 40 27 57
16 26 33 4 12
63 60 8 75 22
68 28 36 47 25
28 12 8 60 37
9 43 48 70 25
33 24 11 63 74
61 45 58 71 17
57 41 29 32 64
12 75 16 20 19
68 27 22 36 64
55 5 28 57 21
62 50 40 29 58
26 10 63 41 11
50 32 21 62 12
22 20 25 37 3
36 1 64 16 13
63 8 33 4 73
47 71 40 75 55
45 70 47 57 19
28 36 9 3 16
29 33 26 25 48
10 66 60 6 21
11 8 5 71 68
75 70 25 12 47
50 66 36 43 63
40 33 45 74 4
55 41 3 60 8
20 6 58 61 26
11 24 74 5 8
57 10 48 66 27
33 21 12 19 9
13 37 55 17 73
45 6 25 41 28
25 29
57 36 8 55 74 45 22 16 1 5 29 67 50 60 3 30 17 28 37 12 59 51 24 71 32
754 839 381 756
14 9 41 53 30
12 44 24 19 17
47 5 74 63 50
32 16 37 65 57
51 64 60 59 55
49 73 65 19 60
20 12 3 63 42
17 59 64 51 37
75 22 24 34 44
21 5 41 67 47
54 35 41 3 28
20 32 59 16 1
14 65 33 9 13
57 53 36 5 30
8 55 74 29 44
16 64 75 55 60
27 1 58 9 49
30 51 14 12 71
22 45 29 15 54
53 17 32 28 35
5 63 47 51 22
27 29 21 3 1
41 54 50 71 75
33 67 32 17 35
8 14 37 9 45
37 50 61 32 22
1 19 29 35 12
54 53 13 44 36
41 15 34 51 24
74 9 75 28 73
49 8 53 55 3
58 63 27 42 21
19 22 13 60 20
32 9 14 75 64
16 59 15 61 5
75 33 15 71 9
45 14 47 57 65
1 12 35 29 32
51 73 53 20 74
34 49 50 28 5
64 5 75 21 19
27 12 60 55 45
8 51 29 33 22
13 61 28 36 14
49 32 20 59 67
75 54 57 71 27
28 17 12 44 9
34 55 58 50 36
37 29 74 15 24
41 21 22 5 13
44 20 51 29 13
28 73 5 53 27
63 74 1 9 16
57 3 8 41 45
54 75 60 37 67
55 5 75 45 50
8 13 44 37 12
61 49 30 32 3
54 36 74 28 19
22 21 16 33 20
67 58 9 22 55
30 44 57 42 45
13 34 60 74 47
53 63 61 73 17
28 51 71 27 75
61 60 19 42 41
58 44 17 67 27
16 65 36 49 35
8 75 74 54 37
71 1 9 50 33
44 63 58 19 16
45 21 33 41 24
71 49 32 29 12
37 67 65 59 22
27 50 57 30 53
61 28 45 9 21
5 32 33 47 75
24 51 59 53 35
22 71 73 15 60
27 63 16 37 30
17 3 22 30 36
12 75 65 33 37
24 63 44 16 74
35 60 45 50 13
5 61 28 49 15
13 61 71 54 64
45 21 73 60 24
50 17 9 8 20
36 3 29 15 75
59 34 22 51 35
22 3 73 41 42
5 51 53 24 36
75 17 21 33 54
9 44 45 71 65
16 58 32 60 34
14 73 16 33 71
54 12 64 21 49
3 61 57 47 51
44 55 37 32 20
17 60 35 22 42
50 45 32 29 75
33 1 55 63 15
41 12 19 37 57
71 67 51 20 65
54 16 27 53 36
13 53 20 17 34
73 59 16 32 9
71 15 41 24 14
47 5 3 58 54
44 64 36 49 42
13 61 58 1 35
42 14 24 50 64
75 19 30 60 37
3 33 45 65 22
36 15 71 17 8
33 9 42 29 16
27 73 34 35 45
5 74 8 64 21
54 36 14 17 15
50 12 37 19 61
60 53 34 74 73
33 1 61 24 17
3 47 75 36 55
22 8 28 67 19
54 59 41 29 12
29 57 65 21 1
42 73 60 15 12
63 74 53 20 59
22 41 36 45 3
64 32 35 58 5
32 64 63 67 54
71 50 53 27 61
21 49 73 16 30
59 60 44 22 42
35 37 3 12 51
47 3 54 41 21
28 13 59 49 51
5 30 34 60 73
36 74 37 53 8
20 9 57 19 55
33 19 42 34 44
8 71 5 49 15
27 12 67 13 64
32 1 57 53 65
37 45 20 29 74
45 20
48 31 61 28 35 50 43 67 26 19 71 16 66 21 51 36 25 4 49 64 13 29 33 40 46 54 8 15 53 10 72 7 39 37 24 56 18 68 62 30 17 27 52 74 12
244 146 619 405
50 49 16 13 6
12 39 54 26 31
51 43 22 7 29
18 67 17 4 19
75 38 66 56 74
29 8 13 27 30
36 15 49 48 31
64 71 75 33 52
18 19 61 7 17
51 26 35 40 16
67 4 39 21 30
31 26 15 25 36
33 8 66 49 68
62 61 7 13 24
16 28 35 14 48
16 10 53 30 49
12 50 4 6 25
36 7 64 22 74
72 71 56 13 39
17 8 18 61 43
25 36 14 26 28
7 21 16 71 61
37 74 8 17 67
72 15 33 38 51
40 53 31 68 10
6 43 29 28 74
49 36 4 46 37
64 17 22 52 24
10 38 39 14 13
12 27 48 51 50
27 15 71 8 72
14 12 43 50 35
46 54 33 30 75
31 28 17 40 4
39 13 25 49 16
37 6 51 30 17
48 14 24 66 28
22 72 38 75 19
71 26 49 68 4
36 62 21 10 56
18 67 25 24 38
72 14 13 40 8
64 28 68 33 61
62 16 37 49 31
48 22 54 51 6
26 68 8 52 62
27 67 72 75 56
15 6 31 51 33
16 12 28 17 50
66 30 71 39 49
29 28 10 61 67
56 22 66 71 68
13 43 24 21 74
6 51 62 35 15
37 38 48 18 31
52 62 22 27 54
29 7 28 40 72
30 51 39 6 49
56 74 21 66 53
17 48 16 10 31
14 71 72 12 16
67 26 22 61 28
